top_left_LDR,top_right_LDR,bottom_left_LDR,bottom_right_LDR,hour,voltage,current,optimal_horizontal_angle,optimal_vertical_angle
827,810,819,803,11,7.17,1.03,90,90
827,865,811,877,12,7.43,0.9,87,90
608,683,674,684,7,5.83,0.8,87,88
625,664,647,693,13,5.78,0.65,87,88
596,627,634,633,16,5.48,0.7,89,88
778,788,754,744,9,6.74,1.17,90,91
389,416,400,423,7,3.58,0.44,88,89
321,330,350,385,13,3.05,0.34,88,87
627,670,658,630,8,5.69,0.66,89,90
710,770,682,742,9,6.39,0.66,87,91
444,514,452,445,18,4.08,0.42,88,91
711,645,737,721,8,6.19,1.1,92,87
707,775,772,753,15,6.61,0.89,88,88
909,857,846,896,12,7.72,1.32,90,90
344,280,264,327,9,2.67,0.34,90,90
588,574,647,594,18,5.29,0.94,91,88
669,712,705,680,10,6.08,0.65,89,89
760,734,811,816,10,6.86,1.0,90,86
351,307,319,326,8,2.87,0.5,90,90
824,807,864,879,11,7.42,1.08,90,87
620,624,600,626,7,5.43,0.87,89,90
417,491,421,414,10,3.83,0.57,88,91
803,785,843,808,7,7.12,0.72,91,88
448,526,479,469,7,4.23,0.51,88,90
658,669,687,677,17,5.92,0.86,89,89
551,543,497,523,16,4.65,0.74,89,91
840,807,821,792,16,7.17,1.25,91,90
455,457,424,469,14,3.97,0.42,88,90
626,676,663,600,14,5.64,0.77,90,90
860,845,918,916,10,7.78,1.04,90,86
778,779,860,768,8,7.01,0.77,92,88
875,803,831,783,16,7.24,0.75,93,91
710,757,680,762,10,6.4,0.75,86,90
515,566,539,487,15,4.63,0.5,90,91
453,385,451,392,18,3.7,0.57,93,89
795,805,850,854,9,7.27,1.18,89,87
334,341,415,401,9,3.28,0.42,90,86
533,536,537,582,11,4.81,0.7,88,88
397,455,445,443,13,3.83,0.43,88,89
295,293,338,299,7,2.69,0.43,91,88
394,353,389,376,7,3.33,0.51,91,89
841,804,838,850,8,7.33,0.79,90,88
498,484,532,478,18,4.38,0.5,91,89
848,867,879,844,17,7.56,1.35,90,89
700,736,657,719,9,6.18,0.66,87,91
398,377,438,349,12,3.44,0.45,92,89
854,823,825,839,11,7.35,1.13,90,90
366,385,354,380,8,3.27,0.43,88,90
813,753,823,806,9,7.03,1.16,91,88
715,641,728,663,12,6.04,1.08,93,89
348,394,348,425,16,3.33,0.52,86,89
562,530,623,540,10,4.96,0.75,92,88
658,650,673,624,7,5.73,0.95,91,90
579,505,526,514,11,4.67,0.53,92,91
768,749,692,711,10,6.42,0.89,90,92
689,697,646,658,14,5.92,0.91,89,92
355,368,336,384,13,3.17,0.52,88,90
758,754,735,709,14,6.5,1.01,90,91
388,428,396,371,11,3.48,0.43,89,91
788,790,755,787,10,6.86,1.14,89,90
626,575,587,585,10,5.22,0.86,91,90
722,775,786,750,9,6.67,0.89,89,89
537,454,469,498,10,4.31,0.67,91,90
428,484,442,437,6,3.94,0.55,88,90
370,333,389,370,17,3.22,0.42,91,88
498,467,512,421,8,4.17,0.58,93,90
491,401,429,476,7,3.95,0.69,91,89
593,628,549,613,9,5.24,0.57,87,91
817,789,785,749,7,6.91,0.77,91,91
348,368,334,393,8,3.17,0.44,88,89
556,631,621,542,6,5.17,0.92,90,90
689,728,712,657,9,6.13,0.72,90,91
642,676,666,633,14,5.76,0.98,89,90
438,484,517,479,6,4.22,0.75,89,88
400,425,481,454,7,3.87,0.65,90,87
511,546,516,539,11,4.65,0.58,88,90
895,901,855,918,17,7.85,0.89,88,90
513,541,589,561,17,4.85,0.86,90,87
522,539,513,600,12,4.78,0.55,87,88
380,442,413,417,16,3.63,0.47,88,89
356,300,269,291,7,2.67,0.32,90,92
590,621,647,644,6,5.5,0.63,89,88
675,684,736,663,18,6.07,0.96,91,89
887,817,897,846,10,7.58,1.06,93,89
483,465,433,425,15,3.97,0.6,90,92
440,399,432,428,17,3.74,0.52,91,89
721,660,704,743,8,6.22,0.91,90,88
692,686,691,636,10,5.95,1.05,91,91
345,379,327,323,16,3.02,0.33,89,91
662,653,734,664,11,5.97,0.79,91,87
729,713,770,768,14,6.55,0.94,90,87
589,668,600,609,11,5.42,0.71,87,91
622,602,635,547,11,5.29,0.85,92,91
828,872,890,843,13,7.55,0.81,90,89
379,393,387,373,9,3.37,0.34,90,90
422,446,424,414,14,3.75,0.45,89,90
872,866,913,898,11,7.81,0.88,90,88
854,822,772,773,16,7.08,1.15,90,93
429,477,432,501,11,4.04,0.66,87,89
434,417,486,422,15,3.87,0.6,92,88
772,815,866,859,15,7.28,1.28,89,86
752,697,790,735,11,6.54,1.18,92,88
740,730,665,663,16,6.15,0.7,90,93
328,327,370,332,13,2.98,0.33,90,88
466,465,471,542,17,4.28,0.67,88,87
591,590,579,653,17,5.31,0.54,88,88
342,408,343,421,10,3.33,0.47,86,89
836,879,829,820,8,7.4,1.28,89,91
318,352,282,356,9,2.88,0.33,87,90
443,497,489,488,16,4.22,0.74,88,89
794,780,814,828,15,7.07,1.03,90,88
722,744,688,745,15,6.38,1.03,88,90
497,477,423,472,8,4.11,0.48,89,91
790,783,740,734,8,6.7,1.08,90,92
430,392,363,394,10,3.47,0.51,90,91
801,812,812,829,10,7.16,1.0,89,89
604,603,664,624,8,5.49,0.9,91,87
516,536,592,556,11,4.84,0.86,90,87
445,503,514,509,17,4.34,0.63,88,88
647,602,679,648,15,5.67,0.65,91,88
518,521,548,500,10,4.59,0.52,91,89
678,660,628,642,17,5.74,0.59,90,91
437,433,434,408,18,3.77,0.47,90,90
809,849,865,817,13,7.35,0.84,90,89
276,322,322,280,8,2.64,0.37,89,89
608,572,573,579,9,5.13,0.82,90,90
414,383,370,391,9,3.43,0.5,90,90
909,829,868,863,14,7.63,1.03,92,90
557,616,623,561,18,5.18,0.7,90,89
335,340,351,387,17,3.11,0.42,88,88
310,388,345,369,9,3.11,0.32,87,89
568,536,524,528,12,4.74,0.83,90,91
837,885,887,885,18,7.68,0.77,88,88
718,716,726,703,15,6.3,1.01,90,90
373,311,333,343,18,2.99,0.49,91,90
336,327,297,301,15,2.77,0.45,90,91
512,471,480,515,13,4.35,0.68,90,89
375,317,363,319,14,3.02,0.46,92,90
772,774,712,730,16,6.57,0.71,89,92
644,621,605,632,18,5.5,0.56,89,90
912,881,932,920,13,8.02,1.08,91,88
375,358,318,345,8,3.07,0.5,89,91
886,893,832,922,7,7.77,0.92,87,90
543,543,595,599,17,5.01,0.87,89,87
394,390,328,385,17,3.29,0.45,88,91
530,455,480,532,9,4.39,0.49,90,89
464,461,473,397,16,3.95,0.43,91,91
891,798,869,883,12,7.57,0.8,91,88
582,571,546,551,18,4.95,0.55,90,91
718,676,746,736,16,6.33,1.01,91,87
698,712,715,646,16,6.09,0.92,91,91
882,813,908,875,18,7.65,1.25,92,87
403,394,337,415,18,3.41,0.44,88,91
759,753,739,775,16,6.66,0.81,89,89
482,565,564,493,16,4.63,0.57,89,89
824,789,790,811,16,7.07,1.15,90,90
470,377,384,386,8,3.56,0.41,92,91
526,553,502,554,11,4.7,0.48,88,90
666,646,659,617,6,5.69,1.01,91,90
418,399,460,434,10,3.76,0.56,91,88
784,775,819,860,14,7.12,1.0,89,87
454,463,454,444,6,3.99,0.68,90,90
849,855,811,835,15,7.37,1.1,89,91
927,843,834,841,6,7.58,1.0,91,92
416,383,416,413,8,3.58,0.53,90,89
934,867,894,901,6,7.91,1.11,91,90
638,661,686,650,10,5.8,0.63,90,89
370,449,400,432,9,3.63,0.61,87,89
375,420,367,383,12,3.4,0.36,88,91
503,471,471,463,12,4.2,0.67,91,91
794,839,833,807,6,7.2,1.12,89,89
666,655,661,735,11,5.98,0.84,88,88
820,781,774,847,14,7.09,1.1,89,89
552,579,545,592,18,4.99,0.8,88,89
680,761,686,734,8,6.29,0.97,86,90
469,535,523,508,9,4.48,0.48,88,89
416,379,367,388,16,3.41,0.37,90,91
460,378,447,374,6,3.65,0.44,93,90
860,840,817,867,13,7.44,1.09,89,90
481,531,480,453,6,4.28,0.5,89,91
858,788,838,847,15,7.33,0.81,91,89
761,756,704,706,12,6.44,1.05,90,92
691,750,683,749,11,6.32,1.04,86,90
682,636,648,636,9,5.72,0.58,91,90
792,790,785,853,7,7.08,0.99,88,88
650,684,640,644,7,5.76,0.89,89,91
421,491,452,424,15,3.93,0.49,88,90
768,669,690,697,11,6.21,0.88,92,91
643,646,584,570,12,5.37,0.76,90,93
289,282,341,344,9,2.76,0.35,90,87
578,598,595,615,12,5.25,0.83,89,89
412,450,454,413,12,3.8,0.4,90,89
570,554,507,532,14,4.76,0.51,89,92
458,401,368,427,9,3.64,0.37,89,91
330,316,354,313,15,2.89,0.46,91,89
499,532,480,550,16,4.53,0.76,87,90
893,903,852,829,18,7.65,0.82,90,92
798,781,735,712,17,6.66,0.82,91,93
534,548,496,468,10,4.5,0.7,90,92
472,542,501,563,15,4.57,0.53,86,88
796,788,830,771,11,7.01,0.83,91,89
617,552,579,593,11,5.15,0.75,91,89
833,845,859,864,16,7.48,1.21,89,88
824,851,824,845,14,7.35,0.8,88,90
490,412,396,443,10,3.83,0.63,90,91
723,806,775,769,16,6.76,0.72,88,89
452,483,516,533,7,4.36,0.55,88,87
899,916,877,890,9,7.88,1.41,89,91
407,396,346,359,13,3.32,0.56,89,92
857,823,865,788,11,7.33,1.29,92,90
836,880,878,887,13,7.66,1.31,88,88
427,474,490,454,14,4.06,0.61,89,88
712,688,712,692,14,6.17,1.03,91,89
813,761,832,811,14,7.08,0.78,91,88
351,421,431,380,16,3.48,0.52,89,89
404,422,351,431,16,3.54,0.52,87,91
858,937,902,923,6,7.96,1.32,87,89
801,845,818,874,14,7.34,1.09,87,88
490,451,449,429,16,4.0,0.63,91,91
401,334,413,357,10,3.31,0.53,93,89
855,839,833,870,6,7.47,0.8,89,89
721,782,689,700,9,6.36,0.7,88,92
368,357,387,319,16,3.15,0.47,91,90
776,769,813,820,10,6.99,1.18,90,87
545,597,581,512,13,4.92,0.87,90,91
587,545,545,548,11,4.89,0.7,90,90
610,648,632,610,11,5.5,0.97,89,90
493,414,471,450,16,4.02,0.53,92,89
866,867,895,890,16,7.74,1.25,90,88
861,847,802,852,8,7.39,1.16,89,91
333,363,351,341,18,3.05,0.46,89,90
308,307,318,325,17,2.77,0.44,89,89
428,380,430,421,9,3.65,0.49,91,88
750,737,699,756,12,6.47,0.98,88,90
849,770,778,800,14,7.03,0.8,91,91
504,498,499,490,8,4.38,0.46,90,90
846,772,816,785,7,7.08,0.99,92,90
536,497,533,542,13,4.64,0.51,90,88
873,876,905,875,14,7.76,1.21,90,89
365,292,367,298,11,2.91,0.3,93,89
616,586,566,586,15,5.18,0.91,90,91
582,632,613,625,13,5.39,0.62,88,89
420,387,379,342,7,3.36,0.57,91,92
878,832,801,838,18,7.37,0.95,90,91
744,754,779,746,15,6.65,0.79,90,89
351,266,275,313,10,2.65,0.32,91,90
598,623,647,618,8,5.47,0.75,90,88
308,304,286,323,10,2.69,0.35,89,90
655,681,679,692,7,5.95,1.03,89,89
497,566,479,527,6,4.55,0.49,87,91
641,673,605,633,13,5.61,0.74,88,91
759,767,801,782,15,6.84,0.83,90,88
792,767,779,761,6,6.82,0.81,91,90
592,636,653,602,16,5.46,0.92,90,89
680,614,681,638,15,5.75,0.59,92,89
531,563,511,500,14,4.63,0.51,89,92
613,629,641,649,14,5.57,0.59,89,88
608,658,634,608,12,5.52,0.74,89,90
739,719,661,659,7,6.11,1.05,90,93
711,746,735,727,13,6.42,0.73,89,89
361,394,360,352,6,3.23,0.44,89,91
725,759,762,717,13,6.52,0.79,90,90
519,535,513,526,18,4.6,0.66,89,90
529,472,548,465,15,4.43,0.47,93,89
716,679,686,738,12,6.2,0.73,89,89
865,921,903,861,7,7.81,1.02,89,90
855,784,815,829,6,7.22,0.77,91,89
408,362,355,337,12,3.22,0.48,91,91
439,395,434,404,14,3.68,0.62,91,89
403,395,399,392,7,3.49,0.56,90,90
691,740,717,747,12,6.37,0.99,88,89
860,869,774,850,14,7.37,0.78,87,92
432,383,371,371,14,3.42,0.38,91,91
854,782,849,860,7,7.36,1.26,91,88
419,354,402,402,6,3.47,0.43,91,89
774,762,842,799,14,6.99,1.18,91,87
557,617,609,623,16,5.29,0.79,88,88
653,664,635,690,17,5.81,0.79,88,89
812,816,877,829,18,7.33,0.79,91,88
790,839,848,773,8,7.15,1.22,90,90
635,605,594,571,14,5.29,0.6,91,91
608,552,578,572,13,5.08,0.9,91,90
400,314,340,325,14,3.03,0.31,92,91
795,841,781,811,14,7.1,0.97,88,91
781,812,723,752,7,6.75,1.12,88,92
479,404,485,447,13,3.99,0.68,92,88
452,388,451,411,6,3.74,0.55,92,89
502,420,459,484,16,4.1,0.46,91,89
832,871,839,831,6,7.42,1.02,89,90
762,688,712,749,13,6.4,1.08,90,89
705,802,743,773,8,6.65,0.97,86,89
708,742,713,758,13,6.42,0.77,88,89
283,340,324,261,15,2.66,0.3,90,90
397,324,333,326,18,3.04,0.44,92,91
587,557,595,627,15,5.2,0.65,89,88
716,778,748,732,13,6.54,1.18,88,90
576,515,524,555,18,4.77,0.61,90,90
488,525,531,555,9,4.62,0.61,88,88
375,373,387,468,16,3.53,0.57,88,87
499,556,562,507,17,4.67,0.73,89,89
494,439,456,474,15,4.1,0.73,90,90
869,840,861,892,13,7.61,1.08,89,88
722,753,728,814,10,6.64,0.77,87,88
595,553,524,578,17,4.95,0.83,89,91
354,373,374,325,15,3.14,0.55,90,90
754,746,703,727,16,6.44,0.65,89,91
815,820,795,816,16,7.14,1.03,89,90
565,582,587,525,9,4.97,0.73,91,90
655,707,699,640,15,5.94,1.04,90,90
688,731,647,706,15,6.1,0.82,87,91
544,579,509,488,10,4.66,0.7,89,93
707,673,684,715,15,6.11,0.67,90,89
398,409,371,379,8,3.42,0.52,89,91
374,397,381,415,6,3.45,0.39,88,89
740,707,689,714,9,6.27,0.86,90,91
788,863,787,865,14,7.26,1.23,86,89
704,708,679,693,17,6.12,0.71,89,91
554,571,564,539,15,4.9,0.76,90,90
746,729,785,740,15,6.6,0.73,91,88
674,697,714,698,11,6.12,0.93,89,88
550,534,561,574,16,4.88,0.8,90,88
526,496,523,498,14,4.49,0.59,91,90
800,754,720,752,8,6.66,1.03,90,92
856,781,840,779,8,7.16,1.27,93,90
663,628,659,621,6,5.65,0.83,91,90
647,707,647,704,18,5.95,0.67,87,90
382,479,387,421,12,3.67,0.56,86,91
687,644,691,698,13,5.98,0.76,90,88
468,482,467,456,13,4.12,0.53,89,90
329,380,368,362,9,3.16,0.4,88,89
731,751,705,743,13,6.44,0.97,88,90
377,376,351,388,7,3.28,0.53,89,90
637,699,711,698,10,6.04,0.71,88,88
690,723,688,665,16,6.08,0.98,89,91
860,836,828,873,9,7.47,1.1,89,89
563,550,505,553,14,4.77,0.66,89,91
743,683,746,732,13,6.39,0.8,91,88
787,797,826,843,6,7.15,0.91,89,87
758,756,709,684,9,6.39,1.09,90,93
685,718,686,641,10,6.0,0.72,90,91
314,302,364,299,17,2.81,0.44,91,88
491,453,500,540,9,4.36,0.74,89,87
722,671,689,733,7,6.19,1.09,90,89
437,384,459,452,17,3.81,0.53,91,87
389,383,403,432,10,3.53,0.57,89,88
519,495,551,552,13,4.66,0.81,90,87
879,894,924,936,16,7.99,1.07,89,87
685,702,659,646,16,5.92,0.82,89,92
714,714,710,710,13,6.26,1.1,90,90
406,391,421,414,11,3.59,0.42,90,89
716,707,715,687,6,6.21,0.98,90,90
419,405,482,436,18,3.83,0.48,91,87
657,676,733,653,7,5.98,0.88,91,88
375,384,400,390,16,3.41,0.59,90,89
455,413,451,482,17,3.96,0.46,90,88
886,895,847,860,18,7.67,1.1,89,91
591,529,587,563,6,4.99,0.62,92,89
883,907,889,814,14,7.68,1.14,91,92
724,702,735,774,11,6.46,0.93,89,87
680,654,661,654,17,5.83,1.05,90,90
617,634,599,600,17,5.39,0.78,89,91
830,834,778,790,16,7.11,1.01,89,92
824,762,838,822,12,7.14,0.87,91,88
754,773,779,763,15,6.75,1.13,89,89
590,578,634,565,15,5.21,0.78,92,89
345,355,300,350,9,2.97,0.32,88,91
393,403,374,425,6,3.51,0.46,88,89
359,397,393,379,13,3.36,0.5,89,89
543,496,489,502,12,4.46,0.58,90,91
513,518,575,480,6,4.59,0.58,92,89
774,827,833,775,11,7.06,0.96,90,89
452,438,436,453,10,3.91,0.5,89,90
690,699,717,718,18,6.21,0.67,89,88
612,632,654,647,11,5.6,0.84,89,88
742,714,686,733,15,6.32,0.92,89,90
888,937,899,914,6,8.0,1.42,88,90
821,780,874,779,10,7.16,1.15,93,88
363,353,372,315,18,3.09,0.48,91,90
762,833,839,761,14,7.03,1.1,90,89
471,421,450,400,8,3.83,0.41,92,91
613,564,631,582,12,5.26,0.83,92,89
477,475,439,499,13,4.16,0.67,88,90
556,638,580,581,9,5.18,0.6,87,90
638,714,687,662,13,5.94,0.66,88,90
768,774,761,751,13,6.72,1.02,90,90
919,927,872,938,15,8.04,1.1,88,90
456,459,428,409,15,3.85,0.47,90,91
868,857,844,877,15,7.58,0.85,89,90
743,806,709,737,15,6.59,0.91,87,92
387,407,393,365,11,3.41,0.43,90,90
454,497,480,479,10,4.2,0.62,88,89
617,554,611,535,11,5.1,0.53,93,90
431,428,444,424,15,3.8,0.42,90,89
888,920,887,871,14,7.84,1.11,89,91
467,474,458,502,16,4.18,0.43,88,89
723,695,629,671,17,5.98,1.07,89,92
522,543,538,568,9,4.77,0.63,88,88
630,643,650,668,14,5.7,0.75,89,88
793,722,779,743,17,6.68,0.98,92,89
464,455,471,497,14,4.15,0.74,89,88
477,488,495,533,12,4.38,0.66,88,88
815,735,821,760,7,6.89,0.93,93,89
409,365,388,400,16,3.44,0.44,90,89
840,833,787,842,16,7.26,1.13,88,91
347,339,340,301,11,2.92,0.42,91,91
881,842,883,867,18,7.64,1.22,91,89
472,539,508,456,17,4.34,0.74,89,91
452,446,446,419,18,3.88,0.59,90,90
437,475,449,468,8,4.02,0.57,88,89
604,582,604,604,15,5.27,0.78,90,89
532,587,589,583,11,5.04,0.79,88,88
530,529,481,467,17,4.41,0.56,90,92
720,673,660,690,12,6.03,0.76,90,91
617,557,600,592,15,5.2,0.79,91,89
590,588,555,537,10,4.99,0.75,90,92
351,416,417,338,14,3.35,0.5,90,90
645,597,570,649,7,5.41,0.97,89,90
667,703,655,684,7,5.96,0.96,88,90
485,553,478,498,11,4.43,0.73,87,91
857,825,818,883,11,7.44,0.97,89,89
299,387,295,338,15,2.9,0.34,86,91
755,767,758,749,14,6.66,0.77,89,90
767,724,714,720,10,6.43,0.71,90,91
254,278,278,285,13,2.41,0.32,89,89
740,828,764,819,14,6.93,1.2,86,89
636,711,659,686,12,5.92,1.01,87,90
830,839,782,860,18,7.28,1.06,87,90
942,915,892,931,7,8.09,1.35,89,90
477,498,450,429,8,4.08,0.65,90,92
578,668,580,594,7,5.32,0.55,87,91
590,641,598,623,12,5.39,0.95,88,90
608,547,595,614,13,5.2,0.58,91,88
514,443,518,455,15,4.24,0.57,93,89
788,755,769,743,11,6.72,0.73,91,90
279,279,311,308,11,2.59,0.43,90,88
549,609,577,611,12,5.16,0.6,87,89
852,842,846,869,14,7.5,1.1,89,89
262,344,284,331,6,2.69,0.29,86,89
748,744,815,819,9,6.88,0.97,90,86
463,440,451,471,14,4.01,0.61,90,89
725,673,698,661,9,6.06,0.72,92,90
406,337,428,396,11,3.45,0.54,92,87
523,567,518,577,6,4.81,0.85,87,89
671,655,730,715,12,6.09,0.77,90,87
853,831,869,858,6,7.5,1.35,90,88
611,632,658,631,7,5.57,0.77,90,88
808,853,836,861,16,7.39,0.86,88,89
410,386,411,368,16,3.46,0.52,91,90
581,650,663,637,6,5.57,0.7,88,88
794,727,720,761,17,6.6,0.67,90,91
841,836,923,848,13,7.58,1.16,92,87
537,591,554,551,10,4.91,0.84,88,90
360,385,322,334,16,3.08,0.53,89,92
442,506,501,462,7,4.2,0.46,89,89
505,493,497,493,8,4.37,0.69,90,90
893,891,849,846,7,7.65,1.01,90,92
377,296,351,360,12,3.04,0.52,91,89
838,821,757,821,6,7.12,0.96,88,92
839,814,828,867,12,7.36,0.89,89,88
321,357,336,378,16,3.06,0.37,88,89
741,766,763,797,16,6.75,0.95,88,88
738,815,771,767,11,6.8,0.87,88,90
487,494,466,497,17,4.28,0.74,89,90
783,833,849,795,12,7.17,1.2,90,89
630,697,648,672,14,5.82,0.65,87,90
799,846,853,824,12,7.31,0.76,89,89
746,775,764,757,17,6.69,0.74,89,90
819,838,778,777,6,7.06,1.03,89,92
485,457,453,497,13,4.16,0.62,89,89
379,413,393,407,13,3.5,0.45,88,89
851,867,836,883,7,7.56,0.93,88,89
558,505,539,480,15,4.58,0.66,92,91
586,616,594,565,12,5.19,0.71,89,91
631,572,627,591,16,5.32,0.61,92,89
479,502,577,544,9,4.62,0.66,90,86
691,683,733,768,7,6.32,1.07,89,86
634,592,610,573,11,5.3,0.54,91,91
858,776,787,806,6,7.1,1.0,91,91
370,358,402,443,12,3.46,0.58,89,87
385,384,307,388,7,3.22,0.54,88,91
398,371,449,437,16,3.64,0.51,90,87
495,521,543,516,17,4.56,0.47,90,88
765,768,760,785,13,6.77,1.13,89,89
919,878,896,869,6,7.83,0.86,91,90
726,736,789,721,11,6.54,0.79,91,88
488,480,505,474,7,4.28,0.63,90,89
363,378,335,309,16,3.05,0.39,90,92
882,895,863,912,7,7.81,1.16,88,90
538,506,517,572,13,4.69,0.8,89,88
589,618,583,636,9,5.34,0.54,87,89
313,308,319,280,11,2.68,0.39,91,90
572,628,598,609,16,5.29,0.7,88,89
310,292,367,372,6,2.95,0.41,90,86
839,889,840,884,7,7.59,1.26,87,90
584,520,544,512,15,4.75,0.68,92,91
397,398,395,399,13,3.49,0.54,89,90
386,347,341,333,12,3.09,0.32,91,91
593,634,597,603,15,5.34,0.87,88,90
461,459,420,411,8,3.85,0.68,90,92
439,428,434,512,8,3.99,0.44,88,88
403,407,436,356,10,3.52,0.56,91,90
561,607,557,549,16,5.0,0.58,89,91
854,854,794,783,16,7.23,0.9,90,93
610,625,672,680,12,5.69,0.88,89,87
652,676,691,719,15,6.02,0.71,88,87
357,330,288,374,18,2.97,0.48,88,90
320,356,317,319,13,2.89,0.39,89,91
673,742,671,657,12,6.03,0.94,88,92
546,493,461,524,16,4.45,0.72,89,91
521,550,543,518,11,4.69,0.68,89,90
793,874,787,868,7,7.31,1.23,85,90
655,675,645,647,15,5.77,0.6,89,90
525,561,466,497,18,4.51,0.73,88,93
707,644,699,729,16,6.11,0.69,90,88
695,665,652,701,11,5.97,0.65,89,90
336,336,313,309,10,2.85,0.42,90,91
379,376,376,364,6,3.29,0.45,90,90
788,762,794,804,6,6.92,0.87,90,88
727,696,656,651,12,6.0,0.78,90,92
367,364,375,344,7,3.19,0.46,90,90
706,699,646,706,18,6.06,0.66,88,91
308,342,309,357,11,2.89,0.46,87,89
838,906,836,884,15,7.62,1.11,87,90
662,593,670,675,15,5.72,0.86,91,87
902,877,883,929,11,7.9,0.99,89,89
791,819,854,875,14,7.34,0.81,88,87
398,433,452,415,9,3.73,0.57,90,89
908,843,893,861,16,7.71,1.19,92,89
471,546,507,473,14,4.39,0.71,88,90
532,508,453,514,14,4.41,0.47,89,91
591,587,542,527,18,4.94,0.65,90,92
365,381,439,371,16,3.42,0.57,91,88
479,461,504,511,16,4.3,0.76,90,88
656,630,665,618,12,5.65,0.98,91,90
771,806,811,869,12,7.16,0.74,87,87
824,828,784,750,18,7.01,1.23,90,92
885,798,833,815,17,7.33,1.01,92,90
497,501,489,405,11,4.16,0.61,92,92
499,530,504,475,17,4.42,0.71,89,91
710,678,684,706,11,6.11,0.83,90,89
425,351,376,339,10,3.28,0.46,92,91
763,839,825,781,11,7.06,0.88,89,89
387,363,379,410,17,3.38,0.43,89,89
302,323,336,328,10,2.84,0.29,89,89
474,452,410,443,6,3.91,0.49,89,91
599,553,509,602,11,4.98,0.65,88,91
728,707,718,787,12,6.47,0.77,88,88
843,800,840,831,7,7.29,0.75,91,89
475,476,444,464,6,4.09,0.67,89,91
451,452,494,528,12,4.23,0.62,89,87
569,524,534,547,8,4.78,0.76,90,90
643,643,595,600,7,5.46,0.57,89,92
681,676,744,722,15,6.21,1.02,90,87
493,495,508,482,13,4.35,0.71,90,89
306,377,321,363,7,3.01,0.33,87,89
631,625,685,703,17,5.82,0.68,89,86
482,496,498,429,15,4.19,0.49,91,91
292,275,329,317,11,2.67,0.45,90,88
487,487,456,437,8,4.11,0.44,90,92
547,515,539,493,6,4.61,0.49,91,90
751,805,751,753,14,6.73,0.69,88,91
564,627,596,565,12,5.17,0.69,89,90
850,906,832,915,15,7.7,1.37,86,90
316,262,353,257,10,2.61,0.41,93,89
922,915,857,919,12,7.95,1.09,88,91
776,774,820,794,9,6.96,1.09,90,88
876,838,823,886,12,7.53,0.83,89,90
466,397,397,434,10,3.73,0.65,90,90
370,357,388,321,16,3.16,0.54,92,90
531,611,580,618,10,5.15,0.58,87,88
287,319,278,359,18,2.73,0.28,87,89
595,612,588,669,6,5.42,0.68,87,88
629,706,668,702,9,5.95,1.02,87,89
476,483,423,435,9,4.0,0.47,89,92
520,532,575,550,8,4.79,0.83,90,88
409,333,328,352,8,3.13,0.37,91,91
554,539,500,513,8,4.63,0.67,90,92
639,568,560,595,9,5.2,0.63,90,91
705,755,725,744,17,6.44,0.78,88,89
603,591,620,530,14,5.16,0.86,92,91
815,735,817,786,17,6.93,1.15,92,88
706,633,688,710,18,6.02,0.81,91,88
494,517,547,470,14,4.46,0.62,91,89
518,493,524,497,12,4.47,0.79,91,89
535,507,485,505,16,4.47,0.65,90,91
617,692,633,690,14,5.79,0.91,86,89
589,545,518,496,12,4.72,0.51,91,93
584,565,640,571,13,5.19,0.83,92,88
673,672,657,685,10,5.91,0.97,89,90
295,358,332,293,6,2.81,0.47,89,90
713,739,728,783,17,6.52,1.01,87,88
406,342,413,421,6,3.48,0.62,91,87
836,910,896,857,15,7.7,1.08,89,89
705,755,768,707,14,6.46,0.81,90,89
534,536,472,479,13,4.45,0.54,89,92
785,754,811,732,9,6.78,0.93,92,89
501,432,477,439,11,4.07,0.56,92,90
520,508,502,531,9,4.53,0.72,89,89
530,506,506,558,12,4.62,0.55,89,89
624,601,600,597,13,5.33,0.96,90,90
699,756,735,772,9,6.51,0.66,87,88
573,618,598,608,15,5.27,0.6,88,89
681,678,672,689,16,5.98,0.84,89,89
749,758,773,784,8,6.74,0.87,89,88
549,581,545,533,7,4.86,0.85,89,91
737,763,788,748,13,6.68,0.72,90,89
532,523,567,543,10,4.76,0.76,90,88
702,765,731,757,11,6.5,1.1,87,89
876,898,861,855,7,7.68,1.22,89,91
400,404,384,319,16,3.31,0.34,91,92
825,858,875,873,14,7.55,0.98,89,88
836,848,791,851,17,7.32,0.86,88,91
616,634,576,595,16,5.32,0.75,89,91
377,318,351,328,12,3.02,0.33,92,90
753,755,756,759,6,6.65,0.98,89,89
600,595,578,597,9,5.21,0.92,89,90
683,675,666,664,11,5.91,0.96,90,90
612,688,660,695,6,5.84,0.72,87,88
576,651,656,646,16,5.56,0.79,88,88
635,680,649,693,11,5.84,0.63,87,89
385,336,426,418,7,3.44,0.55,91,86
740,663,740,664,16,6.17,1.06,93,89
865,882,828,912,6,7.67,0.78,87,90
834,840,753,777,14,7.05,1.04,89,93
880,860,889,889,11,7.74,1.25,90,89
729,653,677,727,6,6.13,0.66,90,89
277,338,357,321,17,2.84,0.35,89,88
613,584,667,616,7,5.45,0.77,92,87
476,456,506,505,10,4.27,0.77,90,88
501,572,573,558,9,4.85,0.65,88,88
540,590,629,554,9,5.09,0.65,90,88
504,477,556,505,17,4.49,0.54,91,88
609,582,587,584,13,5.2,0.88,90,90
